Nom Complet,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nascut a Espanya,Data_naixement,Edat,Increment_num
Laia Castells,Laia,Castells,Espanya,Madrid,11,4,1986,Dona,962.85,No,Grup A,True,1986-04-11,39,0.05
Marta García Romero,Marta,García Romero,Espanya,Madrid,27,10,1984,Dona,1001.7,No,Grup A,True,1984-10-27,41,0.05
Anna García,Anna,García,Espanya,Madrid,19,7,1972,NC,1069.95,No,Grup A,True,1972-07-19,53,0.05
Eva García Sánchez,Eva,García Sánchez,Espanya,Madrid,28,5,1968,Dona,995.4,No,Grup A,True,1968-05-28,57,0.05
Jordi Romero Ferrer,Jordi,Romero Ferrer,Espanya,Madrid,15,4,2002,Home,1353.45,No,Grup A,True,2002-04-15,23,0.05
Núria Sánchez Martínez,Núria,Sánchez Martínez,Espanya,Madrid,4,1,1958,Dona,1522.5,No,Grup A,True,1958-01-04,68,0.05
Pau Ferrer López,Pau,Ferrer López,Espanya,Madrid,16,2,1966,NC,1242.15,Sí,Grup A,True,1966-02-16,60,0.05
Marta López,Marta,López,Espanya,Madrid,26,8,1988,Dona,1405.95,Sí,Grup A,True,1988-08-26,37,0.05
Eva García,Eva,García,Espanya,Madrid,10,3,1971,NC,1289.4,Sí,Grup A,True,1971-03-10,55,0.05
Marc López Martínez,Marc,López Martínez,Espanya,Madrid,18,11,2004,Home,1338.75,Sí,Grup A,True,2004-11-18,21,0.05
Toni García García,Toni,García García,Espanya,Madrid,9,6,1958,Home,1470.0,Sí,Grup A,True,1958-06-09,67,0.05
Clara Sánchez Ferrer,Clara,Sánchez Ferrer,Espanya,Madrid,21,4,1963,Dona,1390.2,Sí,Grup A,True,1963-04-21,62,0.05
Jordi Sánchez Ferrer,Jordi,Sánchez Ferrer,Espanya,Madrid,2,4,1977,Home,1064.7,No,Grup A,True,1977-04-02,48,0.05
Carla Martínez Sánchez,Carla,Martínez Sánchez,Espanya,Madrid,6,2,2004,Dona,723.45,Sí,Grup A,True,2004-02-06,22,0.05
Marc García López,Marc,García López,Espanya,Madrid,11,8,1963,Home,1075.2,No,Grup A,True,1963-08-11,62,0.05
Anna Ferrer,Anna,Ferrer,Espanya,Madrid,8,5,1966,Dona,805.35,No,Grup A,True,1966-05-08,59,0.05
Oriol Ferrer,Oriol,Ferrer,Espanya,Madrid,9,7,1985,Altres,762.3,No,Grup A,True,1985-07-09,40,0.05
Clara Castells,Clara,Castells,Espanya,Madrid,15,3,1981,Dona,1594.95,Sí,Grup A,True,1981-03-15,45,0.05
Toni Castells Castells,Toni,Castells Castells,Espanya,Madrid,20,3,1950,Home,1609.65,No,Grup A,True,1950-03-20,75,0.05
Arnau Sánchez Martínez,Arnau,Sánchez Martínez,Espanya,Madrid,12,11,2003,Home,804.3,No,Grup A,True,2003-11-12,22,0.05
Joan Ferrer Castells,Joan,Ferrer Castells,Espanya,Madrid,25,10,1967,Home,1311.45,Sí,Grup A,True,1967-10-25,58,0.05
Marc Ferrer Romero,Marc,Ferrer Romero,Espanya,Madrid,9,10,1973,Home,1135.05,No,Grup A,True,1973-10-09,52,0.05
Anna Sánchez López,Anna,Sánchez López,Espanya,Madrid,4,8,1997,Altres,1256.85,No,Grup A,True,1997-08-04,28,0.05
Núria Romero Romero,Núria,Romero Romero,Espanya,Madrid,3,3,1962,Dona,938.7,No,Grup A,True,1962-03-03,64,0.05
Laia Castells,Laia,Castells,Espanya,Madrid,9,8,1977,Dona,1030.05,No,Grup A,True,1977-08-09,48,0.05
Pau López,Pau,López,Espanya,Madrid,28,12,1971,Home,833.7,Sí,Grup A,True,1971-12-28,54,0.05
Toni Martínez López,Toni,Martínez López,Espanya,Madrid,4,12,1983,Home,1687.35,Sí,Grup A,True,1983-12-04,42,0.05
Marc García,Marc,García,Espanya,Madrid,14,7,1977,Home,1678.95,No,Grup A,True,1977-07-14,48,0.05
Núria Martínez Sánchez,Núria,Martínez Sánchez,Espanya,Madrid,23,5,1967,Dona,959.7,Sí,Grup A,True,1967-05-23,58,0.05
Carla Ferrer García,Carla,Ferrer García,Espanya,Madrid,19,12,1960,Dona,1475.25,Sí,Grup A,True,1960-12-19,65,0.05
Eva Romero,Eva,Romero,Espanya,Madrid,21,1,1972,Dona,1073.1,Sí,Grup A,True,1972-01-21,54,0.05
Laia Ferrer,Laia,Ferrer,Espanya,Madrid,18,8,1973,Dona,1137.15,Sí,Grup A,True,1973-08-18,52,0.05
Joan Martínez Romero,Joan,Martínez Romero,Espanya,Madrid,19,6,1972,Home,1185.45,Sí,Grup A,True,1972-06-19,53,0.05
Eva Martínez Martínez,Eva,Martínez Martínez,Espanya,Madrid,16,9,2003,Dona,1355.55,No,Grup A,True,2003-09-16,22,0.05
Joan García Ferrer,Joan,García Ferrer,Espanya,Madrid,1,6,1975,Home,840.0,Sí,Grup A,True,1975-06-01,50,0.05
Marc García,Marc,García,Espanya,Madrid,8,1,1972,Altres,1630.65,No,Grup A,True,1972-01-08,54,0.05
Anna Romero,Anna,Romero,Espanya,Madrid,11,3,1990,Dona,1010.1,No,Grup A,True,1990-03-11,36,0.05
Arnau Sánchez,Arnau,Sánchez,Espanya,Madrid,28,10,1973,Home,1024.8,Sí,Grup A,True,1973-10-28,52,0.05
Pau Romero,Pau,Romero,Espanya,Madrid,20,2,1953,Home,1412.25,No,Grup A,True,1953-02-20,73,0.05
Pau Romero Castells,Pau,Romero Castells,Espanya,Madrid,8,8,1968,Home,1500.45,Sí,Grup A,True,1968-08-08,57,0.05
Anna López,Anna,López,Espanya,Madrid,2,1,1952,Dona,1115.1,Sí,Grup A,True,1952-01-02,74,0.05
Marc Ferrer,Marc,Ferrer,Espanya,Madrid,27,4,1954,Home,1717.8,Sí,Grup A,True,1954-04-27,71,0.05
Laia Castells Ferrer,Laia,Castells Ferrer,Espanya,Madrid,7,5,1971,Dona,1591.8,Sí,Grup A,True,1971-05-07,54,0.05
Laia Martínez Romero,Laia,Martínez Romero,Espanya,Madrid,28,12,1957,Altres,764.4,Sí,Grup A,True,1957-12-28,68,0.05
Anna García García,Anna,García García,Espanya,Madrid,8,5,2003,Dona,889.35,Sí,Grup A,True,2003-05-08,22,0.05
Núria Romero,Núria,Romero,Espanya,Madrid,9,4,1974,Dona,717.15,Sí,Grup A,True,1974-04-09,51,0.05
Núria Romero,Núria,Romero,Espanya,Madrid,9,3,1956,Dona,1485.75,No,Grup A,True,1956-03-09,70,0.05
Joan Martínez Castells,Joan,Martínez Castells,Espanya,Madrid,4,10,1985,Home,1195.95,No,Grup A,True,1985-10-04,40,0.05
Anna García,Anna,García,Espanya,Madrid,15,3,1960,Dona,1186.5,Sí,Grup A,True,1960-03-15,66,0.05
Carla Sánchez Romero,Carla,Sánchez Romero,Espanya,Madrid,22,1,2005,NC,936.6,No,Grup A,True,2005-01-22,21,0.05
Eva Castells,Eva,Castells,Espanya,Sevilla,3,5,1968,NC,1309.35,Sí,Grup A,True,1968-05-03,57,0.05
Carla García,Carla,García,Espanya,Sevilla,17,5,1952,Dona,1011.15,Sí,Grup A,True,1952-05-17,73,0.05
Toni Martínez,Toni,Martínez,Espanya,Sevilla,24,7,1982,Home,1590.75,Sí,Grup A,True,1982-07-24,43,0.05
Marta López,Marta,López,Espanya,Sevilla,6,6,1954,Dona,1558.2,No,Grup A,True,1954-06-06,71,0.05
Anna Martínez Martínez,Anna,Martínez Martínez,Espanya,Sevilla,10,4,1985,Dona,1399.65,No,Grup A,True,1985-04-10,40,0.05
Clara García,Clara,García,Espanya,Sevilla,10,3,1955,Dona,849.45,No,Grup A,True,1955-03-10,71,0.05
Joan Sánchez,Joan,Sánchez,Espanya,Sevilla,5,8,1988,Home,1125.6,Sí,Grup A,True,1988-08-05,37,0.05
Núria Castells Sánchez,Núria,Castells Sánchez,Espanya,Sevilla,26,3,1975,Dona,698.25,No,Grup A,True,1975-03-26,50,0.05
Pau Ferrer,Pau,Ferrer,Espanya,Sevilla,1,1,1999,Home,1614.9,No,Grup A,True,1999-01-01,27,0.05
Pau Castells,Pau,Castells,Espanya,Sevilla,23,3,1978,Home,859.95,No,Grup A,True,1978-03-23,47,0.05
Marc García Romero,Marc,García Romero,Espanya,Sevilla,2,1,1982,Home,1182.3,No,Grup A,True,1982-01-02,44,0.05
Laia Castells,Laia,Castells,Espanya,Sevilla,6,10,1992,NC,1544.55,No,Grup A,True,1992-10-06,33,0.05
Eva Ferrer,Eva,Ferrer,Espanya,Sevilla,24,1,1967,Dona,849.45,No,Grup A,True,1967-01-24,59,0.05
Jordi Ferrer Martínez,Jordi,Ferrer Martínez,Espanya,Sevilla,26,1,1970,Home,1537.2,Sí,Grup A,True,1970-01-26,56,0.05
Núria Sánchez,Núria,Sánchez,Espanya,Sevilla,2,11,1991,Dona,1078.35,No,Grup A,True,1991-11-02,34,0.05
Arnau Ferrer Sánchez,Arnau,Ferrer Sánchez,Espanya,Sevilla,3,5,1994,Home,1132.95,No,Grup A,True,1994-05-03,31,0.05
Oriol Martínez Martínez,Oriol,Martínez Martínez,Espanya,Sevilla,14,6,1991,NC,1178.1,Sí,Grup A,True,1991-06-14,34,0.05
Eva Sánchez,Eva,Sánchez,Espanya,Sevilla,7,8,1992,Dona,1048.95,Sí,Grup A,True,1992-08-07,33,0.05
Carla Ferrer López,Carla,Ferrer López,Espanya,Sevilla,17,7,1982,Dona,856.8,No,Grup A,True,1982-07-17,43,0.05
Toni López Castells,Toni,López Castells,Espanya,Sevilla,18,8,1977,Home,810.6,No,Grup A,True,1977-08-18,48,0.05
Clara Sánchez,Clara,Sánchez,Espanya,Sevilla,14,10,1970,Dona,984.9,Sí,Grup A,True,1970-10-14,55,0.05
Pau Romero Romero,Pau,Romero Romero,Espanya,Sevilla,12,4,1990,Home,987.0,No,Grup A,True,1990-04-12,35,0.05
Jordi Romero López,Jordi,Romero López,Espanya,Sevilla,13,3,1973,Home,1434.3,No,Grup A,True,1973-03-13,53,0.05
Carla Romero Ferrer,Carla,Romero Ferrer,Espanya,Sevilla,28,5,1991,Dona,766.5,No,Grup A,True,1991-05-28,34,0.05
Marta López,Marta,López,Espanya,Sevilla,25,8,1971,Dona,1108.8,Sí,Grup A,True,1971-08-25,54,0.05
Arnau Ferrer García,Arnau,Ferrer García,Espanya,Sevilla,17,3,1989,Home,1445.85,No,Grup A,True,1989-03-17,37,0.05
Clara García,Clara,García,Espanya,Sevilla,19,8,1998,Dona,784.35,No,Grup A,True,1998-08-19,27,0.05
Oriol Martínez Martínez,Oriol,Martínez Martínez,Espanya,Sevilla,21,3,1951,Home,1539.3,No,Grup A,True,1951-03-21,74,0.05
Laia Ferrer Martínez,Laia,Ferrer Martínez,Espanya,Sevilla,23,10,1962,Dona,1478.4,Sí,Grup A,True,1962-10-23,63,0.05
Carla Sánchez López,Carla,Sánchez López,Espanya,Sevilla,11,6,1989,Dona,1135.05,Sí,Grup A,True,1989-06-11,36,0.05
Núria López,Núria,López,Espanya,Sevilla,5,5,1977,Dona,1075.2,No,Grup A,True,1977-05-05,48,0.05
Pau López García,Pau,López García,Espanya,Sevilla,4,7,1992,Home,1751.4,No,Grup A,True,1992-07-04,33,0.05
Toni Sánchez Sánchez,Toni,Sánchez Sánchez,Espanya,Sevilla,16,7,1950,Home,1358.7,No,Grup A,True,1950-07-16,75,0.05
Laia Ferrer Romero,Laia,Ferrer Romero,Espanya,Sevilla,25,8,1951,Dona,1368.15,Sí,Grup A,True,1951-08-25,74,0.05
Marc Martínez García,Marc,Martínez García,Espanya,Sevilla,12,3,1965,Home,1664.25,No,Grup A,True,1965-03-12,61,0.05
Clara Romero,Clara,Romero,Espanya,Sevilla,23,3,1999,Dona,795.9,No,Grup A,True,1999-03-23,26,0.05
Carla Ferrer Castells,Carla,Ferrer Castells,Espanya,Sevilla,2,8,1957,Dona,1145.55,Sí,Grup A,True,1957-08-02,68,0.05
Arnau Sánchez Sánchez,Arnau,Sánchez Sánchez,Espanya,Sevilla,5,7,1974,Home,1559.25,No,Grup A,True,1974-07-05,51,0.05
Marc Castells,Marc,Castells,Espanya,Sevilla,20,9,1970,Home,1163.4,Sí,Grup A,True,1970-09-20,55,0.05
Joan Ferrer,Joan,Ferrer,Espanya,Sevilla,19,12,1970,NC,1062.6,No,Grup A,True,1970-12-19,55,0.05
Eva Ferrer,Eva,Ferrer,Espanya,Sevilla,4,11,1990,Dona,1433.25,Sí,Grup A,True,1990-11-04,35,0.05
Pau Sánchez,Pau,Sánchez,Espanya,Sevilla,1,2,1953,Home,1088.85,No,Grup A,True,1953-02-01,73,0.05
Joan Ferrer,Joan,Ferrer,Espanya,Sevilla,2,2,1964,Home,1273.65,No,Grup A,True,1964-02-02,62,0.05
Jordi García López,Jordi,García López,Espanya,Sevilla,6,6,1971,Home,1311.45,Sí,Grup A,True,1971-06-06,54,0.05
Marta Martínez,Marta,Martínez,Espanya,Sevilla,17,7,2000,Dona,1256.85,No,Grup A,True,2000-07-17,25,0.05
Oriol Martínez,Oriol,Martínez,Espanya,Sevilla,23,12,1991,Home,843.15,Sí,Grup A,True,1991-12-23,34,0.05
Carla López Romero,Carla,López Romero,Espanya,Sevilla,22,4,1954,Dona,1231.65,Sí,Grup A,True,1954-04-22,71,0.05
Marc López,Marc,López,Espanya,Sevilla,23,1,1965,Home,884.1,Sí,Grup A,True,1965-01-23,61,0.05
Laia Ferrer,Laia,Ferrer,Espanya,Sevilla,18,6,1988,Dona,994.35,No,Grup A,True,1988-06-18,37,0.05
Jordi García Martínez,Jordi,García Martínez,Espanya,Sevilla,7,2,1974,Home,812.7,Sí,Grup A,True,1974-02-07,52,0.05
Anna Ferrer Romero,Anna,Ferrer Romero,Espanya,Sevilla,24,1,2005,Dona,753.9,No,Grup A,True,2005-01-24,21,0.05
Núria López,Núria,López,Espanya,Sevilla,7,6,1956,Dona,1379.7,No,Grup A,True,1956-06-07,69,0.05
Pau Ferrer,Pau,Ferrer,Espanya,Sevilla,23,2,1996,Home,1582.35,Sí,Grup A,True,1996-02-23,30,0.05
Clara López García,Clara,López García,Espanya,Sevilla,18,8,1955,Dona,1037.4,No,Grup A,True,1955-08-18,70,0.05
Toni Castells,Toni,Castells,Espanya,Sevilla,11,5,2004,Home,1420.65,No,Grup A,True,2004-05-11,21,0.05
Arnau García,Arnau,García,Espanya,Sevilla,10,9,1966,NC,1291.5,No,Grup A,True,1966-09-10,59,0.05
Eva Sánchez,Eva,Sánchez,Espanya,Sevilla,28,6,1958,Altres,738.15,No,Grup A,True,1958-06-28,67,0.05
Jordi López,Jordi,López,Espanya,Sevilla,18,2,1998,Home,922.95,No,Grup A,True,1998-02-18,28,0.05
Jordi García Ferrer,Jordi,García Ferrer,Espanya,Sevilla,21,8,1959,Home,1140.3,Sí,Grup A,True,1959-08-21,66,0.05
Anna Martínez,Anna,Martínez,Espanya,Sevilla,24,2,1973,Dona,1212.75,No,Grup A,True,1973-02-24,53,0.05
Joan López,Joan,López,Espanya,Sevilla,12,8,1992,Home,1025.85,No,Grup A,True,1992-08-12,33,0.05
Oriol Castells,Oriol,Castells,Espanya,Sevilla,27,3,1998,Home,1642.2,Sí,Grup A,True,1998-03-27,27,0.05
Marta Sánchez,Marta,Sánchez,Espanya,Sevilla,17,3,1999,Dona,1458.45,No,Grup A,True,1999-03-17,27,0.05
Oriol Martínez,Oriol,Martínez,Espanya,Sevilla,22,7,1977,Home,1415.4,Sí,Grup A,True,1977-07-22,48,0.05
Eva López Castells,Eva,López Castells,Espanya,Sevilla,4,12,2004,NC,917.7,Sí,Grup A,True,2004-12-04,21,0.05
Marc Castells,Marc,Castells,Espanya,Sevilla,24,3,1974,Home,1058.4,No,Grup A,True,1974-03-24,51,0.05
Anna Sánchez,Anna,Sánchez,Espanya,Sevilla,17,7,1971,Dona,805.35,Sí,Grup A,True,1971-07-17,54,0.05
Clara Ferrer Castells,Clara,Ferrer Castells,Espanya,Sevilla,25,7,1998,Dona,1462.65,No,Grup A,True,1998-07-25,27,0.05
Pau Ferrer,Pau,Ferrer,Espanya,Sevilla,6,3,1997,Home,1499.4,No,Grup A,True,1997-03-06,29,0.05
Toni Romero,Toni,Romero,Espanya,Sevilla,26,9,1952,NC,1283.1,Sí,Grup A,True,1952-09-26,73,0.05
Núria García Castells,Núria,García Castells,Espanya,Sevilla,23,12,1986,Dona,1321.95,No,Grup A,True,1986-12-23,39,0.05
Toni López,Toni,López,Espanya,Sevilla,20,10,1950,NC,1614.9,No,Grup A,True,1950-10-20,75,0.05
Joan García,Joan,García,Espanya,Sevilla,11,4,1959,Home,1019.55,No,Grup A,True,1959-04-11,66,0.05
Carla García,Carla,García,Espanya,València,24,12,1957,Dona,989.1,No,Grup A,True,1957-12-24,68,0.05
Núria Ferrer Romero,Núria,Ferrer Romero,Espanya,València,6,2,2003,NC,1318.8,No,Grup A,True,2003-02-06,23,0.05
Joan López,Joan,López,Espanya,València,1,2,1952,Home,1577.1,No,Grup A,True,1952-02-01,74,0.05
Oriol García,Oriol,García,Espanya,València,12,6,2002,Home,1352.4,Sí,Grup A,True,2002-06-12,23,0.05
Jordi Sánchez,Jordi,Sánchez,Espanya,València,19,6,1984,Home,1305.15,Sí,Grup A,True,1984-06-19,41,0.05
Eva Romero,Eva,Romero,Espanya,València,16,4,1985,Dona,1130.85,Sí,Grup A,True,1985-04-16,40,0.05
Toni Romero,Toni,Romero,Espanya,València,26,11,1991,Home,1445.85,Sí,Grup A,True,1991-11-26,34,0.05
Marc García Ferrer,Marc,García Ferrer,Espanya,València,16,8,1998,Home,1252.65,No,Grup A,True,1998-08-16,27,0.05
Clara Sánchez Castells,Clara,Sánchez Castells,Espanya,València,19,3,1972,Dona,1213.8,No,Grup A,True,1972-03-19,54,0.05
Carla Ferrer López,Carla,Ferrer López,Espanya,València,2,4,1984,Dona,1569.75,Sí,Grup A,True,1984-04-02,41,0.05
Marta García Sánchez,Marta,García Sánchez,Espanya,València,3,2,1962,Dona,1176.0,Sí,Grup A,True,1962-02-03,64,0.05
Clara Ferrer,Clara,Ferrer,Espanya,València,14,12,2002,Dona,1027.95,Sí,Grup A,True,2002-12-14,23,0.05
Jordi López,Jordi,López,Espanya,València,1,5,1996,Home,1384.95,Sí,Grup A,True,1996-05-01,29,0.05
Clara Ferrer García,Clara,Ferrer García,Espanya,València,26,1,1957,Dona,730.8,Sí,Grup A,True,1957-01-26,69,0.05
Pau Ferrer García,Pau,Ferrer García,Espanya,València,14,9,1984,Home,1332.45,Sí,Grup A,True,1984-09-14,41,0.05
Oriol Romero Castells,Oriol,Romero Castells,Espanya,València,25,4,1970,Home,1539.3,No,Grup A,True,1970-04-25,55,0.05
Eva García,Eva,García,Espanya,València,28,9,1950,Dona,793.8,No,Grup A,True,1950-09-28,75,0.05
Joan Martínez Martínez,Joan,Martínez Martínez,Espanya,València,1,2,1960,Home,1060.5,No,Grup A,True,1960-02-01,66,0.05
Jordi Romero Romero,Jordi,Romero Romero,Espanya,València,11,6,1984,Home,1020.6,No,Grup A,True,1984-06-11,41,0.05
Marta Romero Castells,Marta,Romero Castells,Espanya,València,12,12,1988,Dona,876.75,No,Grup A,True,1988-12-12,37,0.05
Toni García Ferrer,Toni,García Ferrer,Espanya,València,22,9,1988,Home,1068.9,No,Grup A,True,1988-09-22,37,0.05
Toni Romero,Toni,Romero,Espanya,València,17,2,2003,Home,1705.2,Sí,Grup A,True,2003-02-17,23,0.05
Jordi López,Jordi,López,Espanya,València,24,10,1954,Home,1107.75,No,Grup A,True,1954-10-24,71,0.05
Clara López García,Clara,López García,Espanya,València,13,10,1988,Dona,866.25,Sí,Grup A,True,1988-10-13,37,0.05
Laia Martínez López,Laia,Martínez López,Espanya,València,17,5,1976,Dona,1237.95,Sí,Grup A,True,1976-05-17,49,0.05
Anna Romero,Anna,Romero,Espanya,València,17,11,1976,Dona,1350.3,No,Grup A,True,1976-11-17,49,0.05
Núria Romero Castells,Núria,Romero Castells,Espanya,València,10,4,1996,NC,814.8,No,Grup A,True,1996-04-10,29,0.05
Núria Romero,Núria,Romero,Espanya,València,11,6,1951,Dona,747.6,No,Grup A,True,1951-06-11,74,0.05
Pau Martínez López,Pau,Martínez López,Espanya,València,19,12,1994,Home,1572.9,No,Grup A,True,1994-12-19,31,0.05
Laia Romero,Laia,Romero,Espanya,València,18,7,1950,Dona,1057.35,No,Grup A,True,1950-07-18,75,0.05
Pau Sánchez,Pau,Sánchez,Espanya,València,26,5,1954,Home,1481.55,No,Grup A,True,1954-05-26,71,0.05
Eva García Ferrer,Eva,García Ferrer,Espanya,València,22,2,1991,Dona,698.25,Sí,Grup A,True,1991-02-22,35,0.05
Toni Castells,Toni,Castells,Espanya,València,1,5,1960,Home,1715.7,Sí,Grup A,True,1960-05-01,65,0.05
Clara Martínez Romero,Clara,Martínez Romero,Espanya,València,9,7,1973,Dona,1118.25,Sí,Grup A,True,1973-07-09,52,0.05
Arnau Romero,Arnau,Romero,Espanya,València,24,6,1976,Home,810.6,No,Grup A,True,1976-06-24,49,0.05
Jordi Martínez Ferrer,Jordi,Martínez Ferrer,Espanya,València,18,2,1972,Altres,816.9,No,Grup A,True,1972-02-18,54,0.05
Clara Sánchez Castells,Clara,Sánchez Castells,Espanya,València,6,10,1973,Dona,1225.35,No,Grup A,True,1973-10-06,52,0.05
Núria Castells,Núria,Castells,Espanya,València,16,2,2001,Dona,936.6,No,Grup A,True,2001-02-16,25,0.05
Marta Martínez Ferrer,Marta,Martínez Ferrer,Espanya,València,2,11,2001,Dona,846.3,No,Grup A,True,2001-11-02,24,0.05
Jordi Ferrer Martínez,Jordi,Ferrer Martínez,Espanya,València,12,11,1981,Home,1747.2,No,Grup A,True,1981-11-12,44,0.05
Oriol Castells Ferrer,Oriol,Castells Ferrer,Espanya,València,14,10,1959,Home,1654.8,Sí,Grup A,True,1959-10-14,66,0.05
Carla López,Carla,López,Espanya,València,27,6,1972,Dona,957.6,No,Grup A,True,1972-06-27,53,0.05
Marc Romero,Marc,Romero,Espanya,València,8,6,1957,Home,832.65,Sí,Grup A,True,1957-06-08,68,0.05
Oriol Martínez,Oriol,Martínez,Espanya,València,17,7,1951,Home,1672.65,No,Grup A,True,1951-07-17,74,0.05
Marta Sánchez,Marta,Sánchez,Espanya,València,28,10,1980,Dona,1424.85,Sí,Grup A,True,1980-10-28,45,0.05
Carla López,Carla,López,Espanya,València,4,6,1994,Dona,1043.7,Sí,Grup A,True,1994-06-04,31,0.05
Oriol Martínez Sánchez,Oriol,Martínez Sánchez,Espanya,València,3,9,1969,Home,1274.7,Sí,Grup A,True,1969-09-03,56,0.05
Carla Castells López,Carla,Castells López,Espanya,València,17,10,1966,Dona,1085.7,No,Grup A,True,1966-10-17,59,0.05
Clara García López,Clara,García López,Espanya,València,21,1,1983,Dona,1156.05,Sí,Grup A,True,1983-01-21,43,0.05
Eva Martínez,Eva,Martínez,Espanya,València,4,12,1970,Dona,1299.9,No,Grup A,True,1970-12-04,55,0.05
Carla Sánchez,Carla,Sánchez,Espanya,València,10,6,1981,Dona,754.95,Sí,Grup A,True,1981-06-10,44,0.05
Joan García,Joan,García,Espanya,València,1,4,1977,Home,1670.55,Sí,Grup A,True,1977-04-01,48,0.05
Núria García,Núria,García,Espanya,València,11,4,1993,Dona,838.95,No,Grup A,True,1993-04-11,32,0.05
Eva García,Eva,García,Espanya,València,22,6,1993,Dona,1516.2,No,Grup A,True,1993-06-22,32,0.05
Oriol Sánchez García,Oriol,Sánchez García,Espanya,València,21,5,1993,Home,939.75,No,Grup A,True,1993-05-21,32,0.05
Arnau Romero Martínez,Arnau,Romero Martínez,Espanya,València,7,5,1962,Home,1307.25,Sí,Grup A,True,1962-05-07,63,0.05
Marc Sánchez Ferrer,Marc,Sánchez Ferrer,Espanya,València,1,4,1998,Home,1016.4,No,Grup A,True,1998-04-01,27,0.05
Anna Sánchez,Anna,Sánchez,Espanya,València,5,6,1988,Dona,1013.25,No,Grup A,True,1988-06-05,37,0.05
Núria Ferrer,Núria,Ferrer,Espanya,València,26,4,1995,Dona,1294.65,No,Grup A,True,1995-04-26,30,0.05
Toni García,Toni,García,Espanya,València,4,5,1952,Home,1132.95,No,Grup A,True,1952-05-04,73,0.05
Núria Martínez Ferrer,Núria,Martínez Ferrer,Espanya,València,4,11,1976,Dona,1079.4,No,Grup A,True,1976-11-04,49,0.05
Oriol Sánchez García,Oriol,Sánchez García,Espanya,València,16,7,1965,Home,1336.65,No,Grup A,True,1965-07-16,60,0.05
Clara Romero García,Clara,Romero García,Espanya,València,8,2,1989,Dona,1308.3,Sí,Grup A,True,1989-02-08,37,0.05
Michel Moreau,Michel,Moreau,França,Lió,2,5,1970,Home,850.5,No,Grup A,False,1970-05-02,55,0.05
Michel Lefevre,Michel,Lefevre,França,Lió,14,1,1985,Home,862.05,Sí,Grup A,False,1985-01-14,41,0.05
Louis Moreau,Louis,Moreau,França,Lió,13,2,1974,Home,1747.2,Sí,Grup A,False,1974-02-13,52,0.05
Michel Dubois Dubois,Michel,Dubois Dubois,França,Lió,4,9,1979,Home,1149.75,No,Grup A,False,1979-09-04,46,0.05
Louis Dubois Girard,Louis,Dubois Girard,França,Lió,21,11,1950,Home,1139.25,No,Grup A,False,1950-11-21,75,0.05
Antoine Lefevre,Antoine,Lefevre,França,Lió,17,6,1999,Home,1303.05,No,Grup A,False,1999-06-17,26,0.05
Jean Girard Lefevre,Jean,Girard Lefevre,França,Lió,28,12,1960,Home,976.5,No,Grup A,False,1960-12-28,65,0.05
Jean Dubois,Jean,Dubois,França,Lió,13,2,1960,Home,1051.05,Sí,Grup A,False,1960-02-13,66,0.05
Jean Dubois,Jean,Dubois,França,Marsella,16,12,1964,Home,1672.65,Sí,Grup A,False,1964-12-16,61,0.05
Jean Lefevre,Jean,Lefevre,França,Marsella,8,10,1959,Home,819.0,No,Grup A,False,1959-10-08,66,0.05
Sophie Moreau Dubois,Sophie,Moreau Dubois,França,Marsella,27,4,1956,Dona,1581.3,No,Grup A,False,1956-04-27,69,0.05
Louis Girard Lefevre,Louis,Girard Lefevre,França,Marsella,26,3,1983,Home,1059.45,Sí,Grup A,False,1983-03-26,42,0.05
Jean Moreau Girard,Jean,Moreau Girard,França,Marsella,12,11,1989,Home,909.3,No,Grup A,False,1989-11-12,36,0.05
Jean Dubois,Jean,Dubois,França,Marsella,24,11,1970,Home,1097.25,No,Grup A,False,1970-11-24,55,0.05
Chloé Moreau,Chloé,Moreau,França,Marsella,5,5,1976,Dona,1231.65,Sí,Grup A,False,1976-05-05,49,0.05
Michel Lefevre,Michel,Lefevre,França,Marsella,28,1,1988,Home,1176.0,No,Grup A,False,1988-01-28,38,0.05
Chloé Girard Girard,Chloé,Girard Girard,França,Marsella,17,12,1956,Dona,1504.65,No,Grup A,False,1956-12-17,69,0.05
Chloé Girard,Chloé,Girard,França,París,5,10,1952,Dona,778.05,Sí,Grup A,False,1952-10-05,73,0.05
Élise Moreau,Élise,Moreau,França,París,25,7,2001,Dona,976.5,No,Grup A,False,2001-07-25,24,0.05
Camille Moreau,Camille,Moreau,França,París,6,2,1957,Dona,836.85,No,Grup A,False,1957-02-06,69,0.05
Louis Dubois Dubois,Louis,Dubois Dubois,França,París,22,9,1964,Home,1050.0,No,Grup A,False,1964-09-22,61,0.05
Michel Girard,Michel,Girard,França,París,12,3,2004,Home,1593.9,Sí,Grup A,False,2004-03-12,22,0.05
Louis Lefevre Girard,Louis,Lefevre Girard,França,París,23,10,1970,Home,773.85,Sí,Grup A,False,1970-10-23,55,0.05
Élise Moreau Moreau,Élise,Moreau Moreau,França,París,10,6,1992,Dona,1446.9,No,Grup A,False,1992-06-10,33,0.05
